"DISCOUNT_ID","DISCOUNT_CODE","DESCRIPTION","TAG","DISCOUNT_START_DATE","DISCOUNT_END_DATE","needsOffers?","CNT"
"42091","RDCBB4512","$45 Off Bronze Bundle (Video/Data/CDT) for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42092","RDCBB4524","$45 Off Bronze Bundle (Video/Data/CDT) for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
"42093","RDCBE2512","$25 Off 2P / 3P w/Ess CHSI or above for 12 mo","","21-Feb-20","31-Dec-20","YES","1","false"
"42094","RDCBE2524","$25 Off 2P / 3P w/Ess CHSI or above for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
"42085","RDCBE3012","$30 Off 2P Ess CHSI + Ess TV or above for 12 mo","","21-Feb-20","31-Dec-20","YES","1","false"
"42095","RDCBE3024","$30 Off 2/3P Ess CHSI + Ess TV or above for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
"42086","RDCBE3512","$35 Off Essential TV + Essential CHSI minimum for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42096","RDCBE3524","$35 Off 2/3P Ess CHSI + Ess TV or above for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
"42097","RDCBE4012","$40 Off Essential TV and Essential CHSI minimum for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42098","RDCBE4024","$40 Off Ess TV and Ess CHSI min for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
"42106","RDCBX4524","$45 Off Advanced TV + Pref 100 CHSI min for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
"42107","RDCDE2012","$20 Off Essential 30 CHSI minimum for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42112","RDCDF2512","$25 Off Preferred 150 CHSI minimum for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42109","RDCDF3012","$30 Off Preferred 150 CHSI minimum for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42110","RDCDF3512","$35 Off Preferred 150 CHSI minimum for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42134","RDCHE2512","$25 Off CHL, Ess Data + (Str Video or Ess CDT) min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42140","RDCHE2524","$25 Off CHL, Ess Data + (Str TVor Ess CDT) min 24 mos w/SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42136","RDCHE3012","$30 Off CHL, Ess Data + (Str Video or Ess CDT) min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42141","RDCHE3024","$30 Off CHL, Ess Data + (Str TVor Ess CDT) min 24 mos w/SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42138","RDCHE3512","$35 Off CHL, Ess Data + (Str Video or Ess CDT) min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42142","RDCHE3524","$35 Off CHL, Ess Data + (Str TVor Ess CDT) min 24 mos w/SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42139","RDCHE4012","$40 Off CHL, Ess Data + (Str Video or Ess CDT) min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42143","RDCHE4024","$40 Off CHL, Ess Data + (Str TVor Ess CDT) min 24 mos w/SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42144","RDCHF4524","$45 Off CHL, Prf50 Data + (ADVTV or Ess CDT) min 24 mos w/SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42145","RDCHX2512","$25 Off 3P CHL + Ess TV + Ess CDT min for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42149","RDCHX2524","$25 Off 3P CHL + Ess TV + Ess CDT min for 12 mos w/2Yr SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42146","RDCHX3012","$30 Off 3P CHL + Ess TV + Ess CDT min for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42150","RDCHX3024","$30 Off 3P CHL + Ess TV + Ess CDT min for 24 mos w/2Yr SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42147","RDCHX3512","$35 Off 3P CHL + Ess TV + Ess CDT min for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42152","RDCHX3524","$35 Off 3P CHL + Ess TV + Ess CDT min for 24 mos w/2Yr SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42148","RDCHX4012","$40 Off 3P CHL + Ess TV + Ess CDT min for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42153","RDCHX4024","$40 Off 3P CHL + Ess TV + Ess CDT min for 12 mos w/2Yr SA","","21-Feb-20","31-Dec-20","YES","1","false"
"42154","RDCTE1012","$10 Off Essential or Premier CDT for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42157","RDCXD4512","$45 Off AdvancedTV + Pref150 CHSI minimum for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42159","RDCXL4512","$45 Off ElMix TV & Preferred 150 CHSI minimum for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42158","RDM2E1512","2P w/D $15 Off CHSI Ess + (TV Ess &/or CDT Ess) min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42160","RDM2E1712","2P w/D $17.50 Off CHSI Ess + (TV Ess or CDT Ess) min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42117","RDMAX0512","2P VD $5 Off TV Str + CHSI Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42118","RDMAX0712","2P VD $7.50 Off TV Str + CHSI Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42121","RDMAX1012","2P VD $10 Off TV Str + CHSI Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42122","RDMAX1212","2P VD $12.50 Off TV Str + CHSI Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42131","RDMAX1512","2P VD $15 Off TV Str + CHSI Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42155","RDMCE0512","$5 Off Essential TV or above for 12 Mths","","21-Feb-20","31-Dec-20","YES","1","false"
"42156","RDMCE0812","$8 Off Essential TV or above for 12 Mths","","21-Feb-20","31-Dec-20","YES","1","false"
"42135","RDMCE1212","$12 Off Essential Video or above for 12 Mths","","21-Feb-20","31-Dec-20","YES","1","false"
"42137","RDMCE1512","$15 Off Essential TV or above for 12 Mths","","21-Feb-20","31-Dec-20","YES","1","false"
"42080","RDMCETE12","$10 Off Essential TV or above for 12 Mths","","21-Feb-20","31-Dec-20","YES","1","false"
"42127","RDMDE0512","$5 Off CHSI Essential 30 or above for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42128","RDMDE0712","$7 Off CHSI Essential 30 or above for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42129","RDMDE1012","$10 Off CHSI Essential 30 or above for 12 mos ","","21-Feb-20","31-Dec-20","YES","1","false"
"42130","RDMDE1212","$12.50 Off CHSI Essential 30 or above for 12 mos ","","21-Feb-20","31-Dec-20","YES","1","false"
"42132","RDMDE1512","$15 Off CHSI Essential 30 or above for 12 mos ","","21-Feb-20","31-Dec-20","YES","1","false"
"42133","RDMDE1712","$17.50 Off Essential 30 or above for 12 mos ","","21-Feb-20","31-Dec-20","YES","1","false"
"42119","RDMFX0212","2P DP $2.50 Off CHSI Ess + CDT Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42120","RDMFX0512","2P DP $5 Off CHSI Ess + CDT Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42123","RDMFX0712","2P DP $7.50 Off CHSI Ess + CDT Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42124","RDMFX1012","2P DP $10 Off CHSI Ess + CDT Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42125","RDMFX1212","2P DP $12.50 Off CHSI Ess + CDT Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42126","RDMFX1512","2P DP $15 Off CHSI Ess + CDT Ess min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42114","RDMHE1712","3P VPH $17.50 Off TV Ess + CDT Ess + CHL min 12m","","21-Feb-20","31-Dec-20","YES","1","false"
"42116","RDMHE2012","3P VPH $20 Off TV Ess + CDT Ess + CHL min 12m","","21-Feb-20","31-Dec-20","YES","1","false"
"42113","RDMHT1012","3P DPH $10 Off CHSI Ess + CDT Ess + CHL min 12m","","21-Feb-20","31-Dec-20","YES","1","false"
"42111","RDMHT1212","3P DPH $12.50 Off CHSI Ess + CDT Ess + CHL min 12m","","21-Feb-20","31-Dec-20","YES","1","false"
"42108","RDMHT1512","3P DPH $15 Off CHSI Ess + CDT Ess + CHL min 12m","","21-Feb-20","31-Dec-20","YES","1","false"
"42103","RDMHV1012","3P VDH $10 Off TV Str + CHSI Ess + CHL min 12m","","21-Feb-20","31-Dec-20","YES","1","false"
"42104","RDMHV1212","3P VDH $12.50 Off TV Str + CHSI Ess + CHL min 12m","","21-Feb-20","31-Dec-20","YES","1","false"
"42105","RDMHV1512","3P VDH $15 Off TV Str + CHSI Ess + CHL min 12m","","21-Feb-20","31-Dec-20","YES","1","false"
"42100","RDMHX1012","3P VPH $10 Off TV Str + CDT Ess + CHL min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42101","RDMHX1212","3P VPH $12.50 Off TV Str + CDT Ess + CHL min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42102","RDMHX1512","3P VPH $15 Off TV Str + CDT Ess + CHL min 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42099","RDMTE0512","$5 Off Essential or Premier CDT for 12 Mths","","21-Feb-20","31-Dec-20","YES","1","false"
"42277","RECHB70121","$70 Off Bronze 3P VDP or VDH for 12 mos w/2Yr SA","","03-Mar-20","30-Jun-20","YES","1","false"
"42336","ER201DS99","$19.99 Starter Data for 12 mo. (First Month Free)","","16-Mar-20","30-Jun-20","YES","1","false"
"42185","SNLVDPLR15","Seasonal 3P Video+CHSI+CDT Last Resort $15.99 up to 9 mos.","","17-Mar-20","31-Dec-21","YES","1","false"
"42370","ER201SU12U","$19.99 Starter Data for 12 mo. ","","18-Mar-20","30-Jun-20","YES","1","false"
"42368","ER201SUI03","$25 Off Straightup Internet for 3 mo.","","18-Mar-20","30-Jun-20","YES","1","false"
"42385","GC201HV50","HV Booster - $50 Gift Card for 1P Video or 1P Data","","31-Mar-20","29-Jun-20",,"1","false"
"42180","SP012PFVDI","Free Pro Connect with 2P Contour TV + CHSIP150","","31-Mar-20","29-Jun-20",,"1","false"
"42181","SP013PH50I","$50 Pro Connect for 3P/4P with CHL","","31-Mar-20","29-Jun-20",,"1","false"
"42171","SP01PC50PI","$50 Pro Conect for 1P CDT/CHL going to 3P/4P","","31-Mar-20","29-Jun-20",,"1","false"
"42172","SP01PD50PI","$50 Pro Connect for 1P Data going to 3P/4P","","31-Mar-20","29-Jun-20",,"1","false"
"42173","SP01PV50PI","$50 Pro Connect for 1P Video going to 3P/4P","","31-Mar-20","29-Jun-20",,"1","false"
"42175","SP2011PFPI","Free Pro Connect for any 1P going to 3P/4P","","31-Mar-20","29-Jun-20",,"1","false"
"42182","SP2012PDFI","Free Pro Connect for 2P Data + CHL","","31-Mar-20","29-Jun-20",,"1","false"
"42183","SP2012PDPI","$50 Pro Connect for 2P Data + CHL ","","31-Mar-20","29-Jun-20",,"1","false"
"42184","SP2012PVDI","$50 Pro Connect w/2P Contour TV + Internet","","31-Mar-20","29-Jun-20",,"1","false"
"42186","SP2013P50I","$50 Pro Connect with 3P Bundles with Phone","","31-Mar-20","29-Jun-20",,"1","false"
"42187","SP2013PFPI","Free Pro Connect for 3P/4P Bundles","","31-Mar-20","29-Jun-20",,"1","false"
"41810","RXDF4524C","1P D $45 Off CHSI Pref150, Ult, or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","1","false"
"41813","RXDF5024C","1P D $50 Off CHSI Pref150, Ult, or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","1","false"
"41800","RXDG4024C","1P D $40 Off CHSI Gigablast for 24 mos","","30-Dec-20","31-Dec-20","YES","1","false"
"41809","RXDG4524C","1P D $45 Off CHSI Gigablast for 24 mos","","30-Dec-20","31-Dec-20","YES","1","false"
"9012","CHL171HI34","Free CHL PRO Install with 3P/4P Bundles","","10-May-17","29-Jun-20","YES","2","false"
"9901","AC181DQ12U","$5 Pano WiFi Gateway for 12 mo.","","06-Apr-18","29-Jun-20","YES","2","false"
"10094","CHL173AUTO","Homelife Automation Free Base Kit","","05-Jun-18","29-Jun-20","YES","2","false"
"40257","EO182XI","Free Pro or Self Install for Quick Connect","","25-Sep-18","29-Jun-20","YES","2","false"
"40585","BR84BU24NU","$99.99 CONTV, CHSIULT + CDTPMR for 12 mo.","","17-Dec-18","29-Apr-20","YES","2","false"
"40582","BR84BU24NU","$109.99 CONTV, STB, CHSIULT + CDTPMR for 12 mo.","","17-Dec-18","29-Apr-20","YES","2","false"
"40579","BR84BU24SU","$99.99 CONTV, STB, CHSIULT + CDTPMR 12 mo. w/2yr SA","","17-Dec-18","29-Apr-20","YES","2","false"
"40584","BR84BU24SU","$89.99 CONTV, CHSIULT + CDTPMR 12 mo. w/2yr SA","","17-Dec-18","29-Apr-20","YES","2","false"
"41373","RKMDE1212","$12.50 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","04-Feb-19","31-Dec-20","YES","2","false"
"40848","AC191DG12U","Uptier to 1 GIG data for $99.99 for 12 mo.","","27-Feb-19","29-Jun-20","YES","2","false"
"40845","BB91PA124U","Booster - Add any 1 Premium for $5 for 24 months","","02-Apr-19","29-Jun-20","YES","2","false"
"40784","BN191GX24","$119.99 Ult TV, CHSIULT and CDTPMR for 12 mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40807","BN191GX24","$129.99 Ult TV, STB, CHSIULT and CDTPMR for 12 mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40816","BN191GX24N","$139.99 Ult TV, STB, CHSIULT and CDTPMR for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40814","BN191GX24N","$129.99 Ult TV, CHSIULT and CDTPMR for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40995","BN191GX24U","$139.99 Ult TV, STB, CHSIULT and CDTPMR for 24 mo w/2yr SA ","","02-Apr-19","29-Jun-20","YES","2","false"
"41024","BN191GX24U","$129.99 Ult TV, CHSIULT and CDTPMR for 12 mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40994","BN191GX24U","$139.99 Ult TV, STB, CHSIULT and CDTPMR for 12 mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40817","BN191PH324","$159.99/CONTVULT/R2 DVR/CHSIGIG/CHLAUTO for 24 mo. 2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40839","BN191PH424","$169.99 CONTULT/R2/CHSIGIG/CDTPMR/CHLAUTO 24 MO 2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40841","BN191PH424","$179.99 CONTULT/R2/STB/CHSIGIG/CDTPMR/CHLAUTO 24 MO 2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40762","BN191SX24","$99.99 CONTV/4Pay/CHSIULT/CDTPMR for 12mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40763","BN191SX24","$109.99 CONTV/4Pay/STB/CHSIULT/CDTPMR for 12mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40767","BN191SX24N","$119.99 CONTV/4Pay/STB/CHSIULT/CDTPMR for 12mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40766","BN191SX24N","$109.99 CONTV/4Pay/CHSIULT/CDTPMR for 12mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40913","BN191SX24U","$119.99 CONTV/4Pay/STB/CHSIULT/CDTPMR for 24mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41018","BN191SX24U","$109.99 CONTV/4Pay/CHSIULT/CDTPMR for 12mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40912","BN191SX24U","$119.99 CONTV/4Pay/STB/CHSIULT/CDTPMR for 12mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40790","BN191VG24","$129.99 Utimate TV and Ultimate Data for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40792","BN191VG24N","$139.99 Utimate TV and Ultimate Data for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40990","BN191VG24U","$129.99 Ultimate TV and Ultimate Data for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40991","BN191VG24U","$129.99 Ultimate TV and Ultimate Data for 24 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41026","BN191VG24U","$119.99 Ultimate TV and Ultimate data for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40795","BN191VP24","$149.99 CONTULT/R2 DVR service/ 1 GIG data 24 mo/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40818","BN191VP24N","$159.99 CONTULT/R2 DVR service/ 1 GIG data 24 mo.				","","02-Apr-19","29-Jun-20","YES","2","false"
"40786","BN191VS24","$109.99 CONTV, 4 Premiums + CHSIULT for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40788","BN191VS24N","$119.99 CONTV, 4 Premiums + CHSIULT for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41016","BN191VS24U","$99.99 CONTV, 4 Premiums and CHSIULT for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40907","BN191VS24U","$109.99 CONTV, 4 Premiums and CHSIULT for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40908","BN191VS24U","$109.99 CONTV, 4 Premiums and CHSIULT for 24 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41025","BN91GX24NU","$139.99 Ult TV, CHSIULT and CDTPMR for 12 mo  ","","02-Apr-19","29-Jun-20","YES","2","false"
"40996","BN91GX24NU","$149.99 Ult TV, STB, CHSIULT and CDTPMR for 12 mo ","","02-Apr-19","29-Jun-20","YES","2","false"
"40997","BN91GX24NU","$149.99 Ult TV, STB, CHSIULT and CDTPMR for 24 mo  ","","02-Apr-19","29-Jun-20","YES","2","false"
"40823","BN91PH324N","$179.99/CONTVULT/R2 DVR/STB/CHSIGIG/CHLAUTO 24 mo. ","","02-Apr-19","29-Jun-20","YES","2","false"
"40820","BN91PH324N","$169.99/CONTVULT/R2 DVR/CHSIGIG/CHLAUTO 24 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40821","BN91PH424N","$179.99 CONTULT/R2/CHSIGIG/CDTPMR/CHLAUTO 24 MO 				","","02-Apr-19","29-Jun-20","YES","2","false"
"40824","BN91PH424N","$189.99 CONTULT/R2/STB/CHSIGIG/CDTPMR/CHLAUTO 24 MO","","02-Apr-19","29-Jun-20","YES","2","false"
"41019","BN91SX24NU","$119.99 CONTV/4Pay/CHSIULT/CDTPMR for 12mo  ","","02-Apr-19","29-Jun-20","YES","2","false"
"40921","BN91SX24NU","$129.99 CONTV/4Pay/STB/CHSIULT/CDTPMR for 12mo","","02-Apr-19","29-Jun-20","YES","2","false"
"40922","BN91SX24NU","$129.99 CONTV/4Pay/STB/CHSIULT/CDTPMR for 24mo","","02-Apr-19","29-Jun-20","YES","2","false"
"41027","BN91VG24NU","$129.99 Ultimate TV and Ultimate data for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40993","BN91VG24NU","$139.99 Ultimate TV and Ultimate Data for 24 mo. ","","02-Apr-19","29-Jun-20","YES","2","false"
"40992","BN91VG24NU","$139.99 Ultimate TV and Ultimate Data for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40910","BN91VS24NU","$119.99 CONTV, 4 Premiums and CHSIULT for 24 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41017","BN91VS24NU","$109.99 CONTV, 4 Premiums and CHSIULT for 12 mo. ","","02-Apr-19","29-Jun-20","YES","2","false"
"40909","BN91VS24NU","$119.99 CONTV, 4 Premiums and CHSIULT for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"40965","BR91GX24NU","$139.99 Ultimate TV, STB, CHSIULT & CDTPMR for 12 mo.","","02-Apr-19","29-Apr-20","YES","2","false"
"40967","BR91GX24NU","$129.99 Ultimate TV, CHSIULT & CDTPMR for 12 mo.","","02-Apr-19","29-Apr-20","YES","2","false"
"40956","BR91GX24SU","$129.99 Ultimate TV, STB, CHSIULT & CDTPMR for 12mo w/2yr SA","","02-Apr-19","29-Apr-20","YES","2","false"
"40957","BR91GX24SU","$119.99 Ultimate TV, CHSIULT & CDTPMR for 12 mo w/2yr SA","","02-Apr-19","29-Apr-20","YES","2","false"
"40977","BR91SX24NU","$109.99 CONTV/4Pay/CHSIULT/CDTPMR for 12mo","","02-Apr-19","29-Apr-20","YES","2","false"
"40976","BR91SX24NU","$119.99 CONTV/4PAY/STB/CHSIULT/CDTPMR for 12 mo.","","02-Apr-19","29-Apr-20","YES","2","false"
"40970","BR91SX24SU","$99.99 CONTV/4PAY/CHSIULT/CDTPMR for 12 mo w/2yr SA","","02-Apr-19","29-Apr-20","YES","2","false"
"40969","BR91SX24SU","$109.99 CONTV/4PAY/STB/CHSIULT/CDTPMR for 12 mo. w/2yr SA","","02-Apr-19","29-Apr-20","YES","2","false"
"40974","BR9BHP24NU","$119.99 CONTV/4PAY/STB/CHSIP100/CHLAUTO for 12 mo. ","","02-Apr-19","29-Jun-20","YES","2","false"
"40975","BR9BHP24NU","$109.99 CONTV/4PAY/CHSIP100/CHLAUTO for 12 mo. ","","02-Apr-19","29-Jun-20","YES","2","false"
"40972","BR9BHP24SU","$109.99 CONTV/4PAY/STB/CHSIP100/CHLAUTO for 12 mo. 2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40973","BR9BHP24SU","$99.99 CONTV/4PAY/CHSIP100/CHLAUTO for 12 mo. 2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"40825","RKCAG7512","$75 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","31-Dec-20","YES","2","false"
"40826","RKCAG8012","$80 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","31-Dec-20","YES","2","false"
"40827","RKCAG8512","$85 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","31-Dec-20","YES","2","false"
"40828","RKCAG9012","$90 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","31-Dec-20","YES","2","false"
"40829","RKCAG9512","$95 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","30-Dec-20","YES","2","false"
"40830","RKCG10012","$100 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","30-Dec-20","YES","2","false"
"40831","RKCG10512","$105 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","31-Dec-20","YES","2","false"
"40833","RKCG11012","$110 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","31-Dec-20","YES","2","false"
"40832","RKCG11512","$115 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","31-Dec-20","YES","2","false"
"40834","RKCG12012","$120 Off CONTV Ult & Ult CHSI min for 12 mos w/1Yr SA","","02-Apr-19","31-Dec-20","YES","2","false"
"40798","RKMPI00121","Cinemax free for 12 mos","","02-Apr-19","31-Dec-20","YES","2","false"
"40799","RKMPT00121","Showtime free for 12 mos","","02-Apr-19","31-Dec-20","YES","2","false"
"40800","RKMPZ00121","Starz free for 12 mos","","02-Apr-19","31-Dec-20","YES","2","false"
"41063","TR191GX24N","$149.99 Ult TV, STB, CHSIULT and CDTPMR for 12mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41065","TR191GX24N","$139.99 Ult TV, CHSIULT and CDTPMR for 12mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41060","TR191GX24S","$139.99 Ult TV, STB, CHSIULT and CDTPMR for 12mo w/2yr SA ","","02-Apr-19","29-Jun-20","YES","2","false"
"41062","TR191GX24S","$129.99 Ult TV, CHSIULT and CDTPMR for 12mo w/2yr SA ","","02-Apr-19","29-Jun-20","YES","2","false"
"41051","TR191S324U","$169.99 CONTV, STB, CHSIULT and Premier CDT for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41048","TR191SX24N","$119.99 CONTV/4Pay/CHSIULT/CDTPMR for 12mo","","02-Apr-19","29-Jun-20","YES","2","false"
"41046","TR191SX24N","$129.99 CONTV/4Pay/STB/CHSIULT/CDTPMR for 12mo","","02-Apr-19","29-Jun-20","YES","2","false"
"41044","TR191SX24S","$119.99 CONTV/4Pay/STB/CHSIULT/CDTPMR for 12mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41045","TR191SX24S","$109.99 CONTV/4Pay/CHSIULT/CDTPMR for 12mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41039","TR191VG24N","$129.99 Ultimate TV and Ultimate Data for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41038","TR191VG24N","$139.99 Ultimate TV and Ultimate Data for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41037","TR191VG24S","$119.99 Ultimate TV and Ultimate Data for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41036","TR191VG24S","$129.99 Ultimate TV and Ultimate Data for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41035","TR191VS24N","$109.99 CONTV, 4 Premiums and CHSIULT for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41034","TR191VS24N","$119.99 CONTV, 4 Premiums and CHSIULT for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41032","TR191VS24S","$109.99 CONTV, 4 Premiums and CHSIULT for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41033","TR191VS24S","$99.99 CONTV, 4 Premiums and CHSIULT for 12 mo. w/2yr SA","","02-Apr-19","29-Jun-20","YES","2","false"
"41053","TR91SX24U1","$134.99 CONTV, STB, CHSIULT and Premier CDT for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41055","TR91SX324U","$144.99 CONTV, STB, CHSIULT and Premier CDT for 12 mo.","","02-Apr-19","29-Jun-20","YES","2","false"
"41140","CR191DU36","Back Pocket -$44.99 CHSIP100 or $54.99 CHSIULT Data for 24mo","","29-Apr-19","29-Apr-20","YES","2","false"
"41145","TR192V112U","$5 Record 2 DVR service for 12 mo.","","01-May-19","29-Jun-20","YES","2","false"
"41146","TR192V212U","$5 Record 2 C2 DVR service for 12 mo.","","01-May-19","29-Jun-20","YES","2","false"
"41184","AC191DG12U","Uptier to 1 GIG data for $99.99 for 12 mo.","","23-May-19","29-Jun-20","YES","2","false"
"41196","CHH91GX36","$159.99 Ult TV/STB, CHSIULT/PANO and CDTPMR for 36 Mo.","","02-Jul-19","29-Apr-20","YES","2","false"
"41195","CHH91SX36","$139.99 CONTV/4PAYS/STB/CHSIULT/PANO/CDTPMR for 36 mo.","","02-Jul-19","29-Apr-20","YES","2","false"
"41194","CHH91VG36","$154.99 CONTUL3, Receiver, CHSIULT, Pano Modem for 36 mo.","","02-Jul-19","29-Apr-20","YES","2","false"
