"DISCOUNT_ID","DISCOUNT_CODE","DESCRIPTION","TAG","DISCOUNT_START_DATE","DISCOUNT_END_DATE","needsOffers?","CNT"
"9945","RXCHE5512","$55 Off CHL, Pf50 Data + (ADVTV or Ess CDT) 12 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9975","RXCHX4524A","$45 Off 3P CHL + ADV TV + Ess CDT min for 24 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9961","RXCHX5012A","$50 Off 3P CHL + ADV TV + Ess CDT min for 12 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9976","RXCHX5024A","$50 Off 3P CHL + ADV TV + Ess CDT min for 24 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9962","RXCHX5512A","$55 Off 3P CHL + ADV TV + Ess CDT min for 12 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9994","TR18112PPI","Free Pro install for 1P/2P Transfers","","07-May-18","30-Mar-20","YES","1","false"
"10096","TR1822PSI","Transfer Offer - Free Self/$50 Pro for 2P","","04-Jun-18","30-Mar-20","YES","1","false"
"10195","CHL174AI34","Free Automation Install with 3P/4P Bundles","","06-Jun-18","29-Jun-20","YES","1","false"
"9036","RXCDPANOI","Free Pro-Install for Pano WiFi","","28-Jun-18","30-Jun-20","YES","1","false"
"10089","AC182TB12","$10 Premier Phone for 12 mo. with 3P/4P","","10-Jul-18","29-Jun-20","YES","1","false"
"10087","AC182TM12","$10 Premier Phone for 12 mo. with 2P","","10-Jul-18","29-Jun-20","YES","1","false"
"10283","RXCHP0001","Free Smart Door Lock w/CHL Preferred Sec/Auto & new 2Yr S/A","","31-Jul-18","31-Dec-20","YES","1","false"
"40028","RXCXD5024","$50 Off Advanced TV and Pref50 CHSI min for 24 mos w/2Yr S/A","","11-Sep-18","30-Jun-20","YES","1","false"
"40027","RXCXD5024","$50 Off Advanced TV and Pref50 CHSI min for 24 mos w/2Yr S/A","","11-Sep-18","30-Jun-20","YES","1","false"
"40328","RECHB6012","$60 Off Bronze 3P VDP or VDH for 12 mos w/2Yr SA","","23-Oct-18","30-Jun-20","YES","1","false"
"40330","RECHB6512","$65 Off Bronze 3P VDP or VDH for 12 mos w/2Yr SA","","23-Oct-18","30-Jun-20","YES","1","false"
"40335","RECHV7012","$70 Off Silver 3P VDP or VDH for 12 mos w/2Yr SA","","23-Oct-18","30-Jun-20","YES","1","false"
"40337","RECHV7512","$75 Off Silver 3P VDP or VDH for 12 mos w/2Yr SA","","23-Oct-18","30-Jun-20","YES","1","false"
"40422","RKCXX00SWP","Free CHL Pro Install - Automation or Preferred (Sec/Auto)","","02-Nov-18","31-Dec-20","YES","1","false"
"40519","RXFCA0812","$8.50 each for C2 receiver for 12 months","","09-Nov-18","30-Sep-20","YES","1","false"
"40606","RXFCA0812","$8.50 each for C2 receiver for 12 months","","15-Nov-18","30-Sep-20","YES","1","false"
"40439","AC184DP12U","Uptier to Ult Data from Pref/Pref100 for addl $10/mo 12mo","","04-Dec-18","29-Apr-20","YES","1","false"
"40417","AC184DS12U","$5 CHSI Uptier from Starter or Essential Data for 12 mo.","","04-Dec-18","29-Apr-20","YES","1","false"
"40440","AC184DU12U","Uptier to Ultimate data from Premier for addl. $5/mo 12 mo.","","04-Dec-18","29-Apr-20","YES","1","false"
"40483","AC184HS24U","$39.99 CHL Security + Automation for 24 mo.","","04-Dec-18","29-Jun-20","YES","1","false"
"40346","RXCDX0312","$3 Off WiFi or Pano WiFi modem rental for 12 mos","","04-Dec-18","31-Dec-20","YES","1","false"
"40523","TR184HS24U","$39.99 CHL Security + Automation for 24 mo.","","04-Dec-18","29-Jun-20","YES","1","false"
"40314","RCC1PRSFIN","Free Pro or Self-Install for Rovi up-tier to Contour 1","","15-Dec-18","31-Dec-20","YES","1","false"
"40313","RCC1SLFIN","Free Self-Install for Rovi up-tier to Contour 1","","15-Dec-18","31-Dec-20","YES","1","false"
"40316","RCC2PRSFIN","Free Pro or Self-Install for Rovi up-tier to Contour 2","","15-Dec-18","31-Dec-20","YES","1","false"
"40317","RCC2SLFIN","Free Self-Install for Rovi up-tier to Contour 2","","15-Dec-18","31-Dec-20","YES","1","false"
"40038","RKCCA2512","$25 Off 1P Contour TV or above for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40005","RKCDE2012","$20 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40006","RKCDE2512","$25 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40161","RKCSI00C1","Free Self-Installation for C1 upgrade","","30-Dec-18","31-Dec-20","YES","1","false"
"40164","RKCSI00C2","Free Self-Installation for C2 upgrade","","30-Dec-18","31-Dec-20","YES","1","false"
"40162","RKCSP00C1","Free Self or Pro Installation for C1 upgrade","","30-Dec-18","31-Dec-20","YES","1","false"
"40436","RKCXX00SWP","Free CHL Pro Install - Automation or Preferred (Sec/Auto)","","30-Dec-18","31-Dec-20","YES","1","false"
"40165","RKDPIPANO","Free Pro Installation for Pano WiFi","","30-Dec-18","31-Dec-20","YES","1","false"
"40166","RKDSIPANO","Free Self-Installation for Pano WiFi","","30-Dec-18","31-Dec-20","YES","1","false"
"40195","RKFSX0512","Add Cox Complete Care for $5 for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40031","RKMCA0512","$5 Off 1P Contour TV or above for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40032","RKMCA0712","$7.50 Off 1P Contour TV or above for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40033","RKMCA1012","$10 Off 1P Contour TV or above for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40034","RKMCA1212","$12.50 Off 1P Contour TV or above for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40035","RKMCA1512","$15 Off 1P Contour TV or above for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40036","RKMCA1712","$17.50 Off 1P Contour TV or above for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40037","RKMCA2012","$20 Off 1P Contour TV or above for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40009","RKMDE0212","$2.50 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40010","RKMDE0512","$5 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40011","RKMDE0712","$7.50 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40012","RKMDE1012","$10 Off Ess 30, Pref 100, Ult, or Gig Data for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"10164","RKMDE1212","$12.50 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"10165","RKMDE1512","$15 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"10166","RKMDE1712","$17.50 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40143","RKMKX05122","$5 Sports Pak 2 for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40148","RKMKX0512L","$5 Latino Pak for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40149","RKMKX0512M","$5 Movie Pak for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40151","RKMKX0512S","$5 Sports & Information Pak for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40150","RKMKX0512V","$5 Variety Pak for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40013","RKMTM0512","$5 Off 1P CDT Premier for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40014","RKMTM1012","$10 Off 1P CDT Premier for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40015","RKMTM1512","$15 Off 1P CDT Premier for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40016","RKMTM2012","$20 Off 1P CDT Premier for 12 mos","","30-Dec-18","31-Dec-20","YES","1","false"
"40520","RXFCA0812","$8.50 each for C2 receiver for 12 months","","30-Dec-18","30-Sep-20","YES","1","false"
"40619","AC184DP12U","Uptier to Ult Data from Pref/Pref100 for addl $10/mo 12mo","","08-Jan-19","29-Apr-20","YES","1","false"
"40618","AC184DS12U","$5 CHSI Uptier from Starter or Essential Data for 12 mo.","","08-Jan-19","29-Apr-20","YES","1","false"
"40617","AC184DU12U","Uptier to Ultimate data from Premier for addl. $5/mo 12 mo.","","08-Jan-19","29-Apr-20","YES","1","false"
"40542","RXCDX0312","$3 Off WiFi or Pano WiFi modem rental for 12 mos","","08-Jan-19","31-Dec-20","YES","1","false"
"41497","RKMTM0512","$5 Off 1P CDT Premier for 12 mos","","30-Jan-19","31-Dec-20","YES","1","false"
"41501","RKMTM1012","$10 Off 1P CDT Premier for 12 mos","","30-Jan-19","31-Dec-20","YES","1","false"
"41513","RKMTM1512","$15 Off 1P CDT Premier for 12 mos","","30-Jan-19","31-Dec-20","YES","1","false"
"41515","RKMTM2012","$20 Off 1P CDT Premier for 12 mos","","30-Jan-19","31-Dec-20","YES","1","false"
"41374","RKMDE1512","$15 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","04-Feb-19","31-Dec-20","YES","1","false"
"41375","RKMDE1712","$17.50 Off CHSI Ess 30, Pref 150, Ult, or Gig for 12 mos","","04-Feb-19","31-Dec-20","YES","1","false"
"41498","RKMTM0512","$5 Off 1P CDT Premier for 12 mos","","04-Feb-19","31-Dec-20","YES","1","false"
"41500","RKMTM1012","$10 Off 1P CDT Premier for 12 mos","","04-Feb-19","31-Dec-20","YES","1","false"
"41512","RKMTM1512","$15 Off 1P CDT Premier for 12 mos","","04-Feb-19","31-Dec-20","YES","1","false"
"41514","RKMTM2012","$20 Off 1P CDT Premier for 12 mos","","04-Feb-19","31-Dec-20","YES","1","false"
"40661","AC184DP12U","Uptier to Ult Data from Pref/Pref100 for addl $10/mo 12mo","","12-Feb-19","29-Apr-20","YES","1","false"
"40660","AC184DS12U","$5 CHSI Uptier from Starter or Essential Data for 12 mo.","","12-Feb-19","29-Apr-20","YES","1","false"
"40659","AC184DU12U","Uptier to Ultimate data from Premier for addl. $5/mo 12 mo.","","12-Feb-19","29-Apr-20","YES","1","false"
"40541","RXCDX0312","$3 Off WiFi or Pano WiFi modem rental for 12 mos","","12-Feb-19","31-Dec-20","YES","1","false"
"40728","RECHV7024C","$70 Off Silver 3P VDP or VDH for 24 mos w/2Yr SA","","19-Feb-19","31-Dec-20","YES","1","false"
"40729","RXCDF2524C","[COMPETITIVE] $25 Off 1P Pref 100, Ult, Gig CHSI for 24 mos","","19-Feb-19","31-Dec-20","YES","1","false"
"40737","RXCDPANOIC","[COMPETITIVE RESPONSE] Free self/pro install for pano modem","","19-Feb-19","31-Dec-20","YES","1","false"
"40732","RXCDU3024C","[COMPETITIVE] $30 Off 1P Ult or Gig CHSI for 24 mos","","19-Feb-19","31-Dec-20","YES","1","false"
"40738","RXDDQ0024C","[COMPETITIVE RESPONSE] Free Pano Wifi rental for 24 mos","","19-Feb-19","31-Dec-20","YES","1","false"
"40850","AC91DG12T1","Uptier to 1 GIG data for $99.99 for 12 mo.","","27-Feb-19","29-Jun-20","YES","1","false"
"40858","AC91DG12T2","Uptier to 1 GIG data for $109.99 for 12 mo.","","27-Feb-19","29-Jun-20","YES","1","false"
"40849","TR191DG12U","Uptier to 1 GIG data for $99.99 for 12 mo.","","27-Feb-19","29-Jun-20","YES","1","false"
"40857","TR91DG12T1","Uptier to 1 GIG data for $99.99 for 12 mo.","","27-Feb-19","29-Jun-20","YES","1","false"
"40859","TR91DG12T2","Uptier to 1 GIG data for $109.99 for 12 mo.","","27-Feb-19","29-Jun-20","YES","1","false"
"40905","AC191CA12","$69.99 Contour TV for 12 mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40883","AC191P412U","Add All 4 Premiums for $10/mo for 12mo. ","","02-Apr-19","29-Jun-20","YES","1","false"
"40879","BB91PA424U","Booster - Add all 4 Premiums for $10 for 24 mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40971","BN191LX24U","$124.99 Contour TV, STB, Pref 100 Data + Prem CDT for 12 mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40822","BN191PH324","$169.99/CONTVULT/R2 DVR/STB/CHSIGIG/CHLAUTO 24 mo. 2yr SA","","02-Apr-19","29-Jun-20","YES","1","false"
"40842","BN191PX24","$159.99 CONTULT/STB/R2 DVR/CHSIGIG/CDTPMR 24mo 2yr SA","","02-Apr-19","29-Jun-20","YES","1","false"
"40840","BN191PX24","$149.99 CONTULT/R2 DVR/CHSIGIG/CDTPMR 24mo. 2YR SA","","02-Apr-19","29-Jun-20","YES","1","false"
"40844","BN191PX24N","$169.99 CONTULT/STB/R2 DVR/CHSIGIG/CDTPMR 24mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40843","BN191PX24N","$159.99 CONTULT/R2 DVR/CHSIGIG/CDTPMR 24mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40796","BN191VP24","$159.99 CONTULT/R2 DVR service/ 1 GIG data 24 mo/2yr SA","","02-Apr-19","29-Jun-20","YES","1","false"
"40819","BN191VP24N","$169.99 CONTULT/R2 DVR service/ 1 GIG data 24 mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40954","BR91BP24NU","$109.99 CONTV, 4PAY,STB, CHSIP100 + CDTPMR for 12 mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40955","BR91BP24NU","$99.99 CONTV, 4 Premiums, CHSIP100 + CDTPMR for 12 mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40952","BR91BP24SU","$99.99 CONTV, 4PAY,STB, CHSIP100 + CDTPMR 12 mo. 2yr SA","","02-Apr-19","29-Jun-20","YES","1","false"
"40868","RCC1PSSTZ2","Free Pro/Self-Install - Rovi up-tier to C1 + Starz 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40867","RCC1SFSTZ1","Free Self-Install - Rovi up-tier to C1 + STZ for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40869","RCC2PSSTZ2","Free Pro/Self-Install - Rovi up-tier to C2 + Starz 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40870","RCC2SFSTZ1","Free Self-Install - Rovi up-tier to C2 + Starz for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"41083","RCCSFSI12","Free Sports and Information Pak for 6 months","","02-Apr-19","30-Jun-20","YES","1","false"
"40871","RCCSTZ0012","Starz free for 12 mos after Contour up-tier from Rovi","","02-Apr-19","31-Dec-20","YES","1","false"
"40815","RKMPBPRMS","HBO & Cinemax free w/Bronze Premium for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40797","RKMPH00121","HBO free for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40801","RKMPH05121","$5 HBO for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40805","RKMPH0812","$8.50 HBO for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40810","RKMPH1012","$10 HBO for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40802","RKMPI05121","$5 Cinemax for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40806","RKMPI0812","$8.50 Cinemax for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40811","RKMPI1012","$10 Cinemax for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40803","RKMPT05121","$5 Showtime for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40808","RKMPT0812","$8.50 Showtime for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40812","RKMPT1012","$10 Showtime for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40804","RKMPZ05121","$5 Starz for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40809","RKMPZ0812","$8.50 Starz for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40813","RKMPZ1012","$10 Starz for 12 mos","","02-Apr-19","31-Dec-20","YES","1","false"
"40863","RXCPH00121","HBO Free for 12 months","","02-Apr-19","30-Jun-20","YES","1","false"
"40862","RXFPA2012","ADD All 4 Premiums for $20 per month for 12 months","","02-Apr-19","30-Jun-20","YES","1","false"
"40874","SP1912PDFI","Free Pro Install for 2P Data + CHL ","","02-Apr-19","30-Mar-20","YES","1","false"
"40873","SP1912PDPI","$50 Pro Install for 2P Data + CHL ","","02-Apr-19","30-Mar-20","YES","1","false"
"40872","SP1913P50I","$50 Pro or Free Self for 3P Bundles with Phone","","02-Apr-19","30-Mar-20","YES","1","false"
"40758","SP191PH224","HBO Free for 24 mo. With 2P ContourTV + Preferred 100 data","","02-Apr-19","29-Jun-20","YES","1","false"
"40876","SP912PFVDI","Free Pro or Self install with 2P Contour TV + CHSIP100","","02-Apr-19","30-Mar-20","YES","1","false"
"40875","SP913PH50I","$50 Pro for 3P/4P with CHL","","02-Apr-19","30-Mar-20","YES","1","false"
"40945","SP91DTC1FP","Free Self or Pro Install for 1P C1 Video Upgrade","","02-Apr-19","30-Mar-20","YES","1","false"
"40950","SP91DTC2FP","Free Self or Pro Install for 1P C2 Video Upgrade","","02-Apr-19","30-Mar-20","YES","1","false"
"41076","SP91PC50PI","Free Self or $50 Pro Install for 1P CDT/CHL going to 3P/4P","","02-Apr-19","30-Mar-20","YES","1","false"
"41078","SP91PD50PI","Free Self or $50 Pro Install for 1P Data going to 3P/4P","","02-Apr-19","30-Mar-20","YES","1","false"
"41080","SP91PV50PI","Free Self or $50 Pro Install for 1P Video going to 3P/4P","","02-Apr-19","30-Mar-20","YES","1","false"
"40935","SP9DTC150I","Free Self or $50 Pro for 1P C1 Video Upgrade","","02-Apr-19","30-Mar-20","YES","1","false"
"40949","SP9DTC250I","Free Self or $50 Pro for 1P C2 Video Upgrade","","02-Apr-19","30-Mar-20","YES","1","false"
"40903","TR191CKS12","$10 Sports & Info + Sports Pak 2 for 12 mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"40904","TR191CL12","$5 Latino Pak for 12 mo.","","02-Apr-19","29-Jun-20","YES","1","false"
"41073","TR91SH324S","$119.99 CONTV/4Pay/CHSIULT/CHLAUTO for 12mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","1","false"
"41074","TR91SH324S","$129.99 CONTV/4Pay/STB/CHSIULT/CHLAUTO for 12mo w/2yr SA","","02-Apr-19","29-Jun-20","YES","1","false"
"41135","DS191GS24","Free R6 DVR for 24 mo. + 24 mo. stability w/2yr SA","","03-Apr-19","29-Jun-20","YES","1","false"
"41931","AC191CHL24","$34.99 CHL Security & Automation for 24 mo.","","10-Apr-19","29-Jun-20","YES","1","false"
"41129","AC191CHL24","$34.99 CHL Security & Automation for 24 mo.","","10-Apr-19","29-Jun-20","YES","1","false"
"40981","RXCHE55241","$55 Off CHL, Pf50 Data + (ADVTV or Ess CDT) 24 mos w/2Yr S/A","","15-Apr-19","30-Jun-20","YES","1","false"
"40982","RXCHX5524B","$55 Off 3P CHL + ADV TV + Ess CDT min for 24 mos w/2Yr S/A","","15-Apr-19","30-Jun-20","YES","1","false"
"41141","CR191DG36","Back Pocket Offer - $64.99 Gigablast Data for 24 mo.","","29-Apr-19","29-Jun-20","YES","1","false"
"41139","CR191DUL24","Back Pocket Offer - Free Unlimited Data Add-On for 24 mo.","","29-Apr-19","29-Jun-20","YES","1","false"
"41158","RE91BUL24U","BACK POCKET OFFER - Free Unlim Data 24 mos 2P or more w/Data","","29-Apr-19","31-Dec-20","YES","1","false"
"41156","RE91DUL24U","BACK POCKET OFFER - Free Unlimited Data for 24 mo.","","29-Apr-19","31-Dec-20","YES","1","false"
"41173","RECHV7024C","$70 Off Silver 3P VDP or VDH for 24 mos w/2Yr SA","","29-Apr-19","31-Dec-20","YES","1","false"
"41103","RXCDF2524C","[COMPETITIVE] $25 Off 1P Pref 100, Ult, Gig CHSI for 24 mos","","29-Apr-19","31-Dec-20","YES","1","false"
"41104","RXCDPANOIC","[COMPETITIVE RESPONSE] Free self/pro install for pano modem","","29-Apr-19","31-Dec-20","YES","1","false"
"41111","RXCDU3024C","[COMPETITIVE] $30 Off 1P Ult or Gig CHSI for 24 mos","","29-Apr-19","31-Dec-20","YES","1","false"
"41101","RXDDQ0024C","[COMPETITIVE RESPONSE] Free Pano Wifi rental for 24 mos","","29-Apr-19","31-Dec-20","YES","1","false"
"41147","RCCFREEIN","Free Pro or Self-Install after Peregrine Market Shutdown","","06-May-19","31-Dec-20","YES","1","false"
"41144","CR191DUL24","Back Pocket Offer - Free Unlimited Data Add-On for 24 mo.","","07-May-19","29-Jun-20","YES","1","false"
"41183","BR9BP24SU1","$89.99 CONTV, 4PAY,CHSIP100 + CDTPMR for 12 mo. w/2yr SA","","14-May-19","29-Jun-20","YES","1","false"
"41113","RECHV7524C","$75 Off Silver 3P (VDP CDTPMR or VDH) for 24 mos w/2Yr SA","","15-May-19","31-Dec-20","YES","1","false"
"41167","RECHV8024C","$80 Off Silver 3P (VDP CDTPMR or VDH) for 24 mos w/2Yr SA","","15-May-19","31-Dec-20","YES","1","false"
"41168","RECHV8524C","$85 Off Silver 3P (VDP CDTPMR or VDH) for 24 mos w/2Yr SA","","15-May-19","31-Dec-20","YES","1","false"
"41186","AC91DG12T1","Uptier to 1 GIG data for $99.99 for 12 mo.","","23-May-19","29-Jun-20","YES","1","false"
"41187","AC91DG12T2","Uptier to 1 GIG data for $109.99 for 12 mo.","","23-May-19","29-Jun-20","YES","1","false"
"41185","TR191DG12U","Uptier to 1 GIG data for $99.99 for 12 mo.","","23-May-19","29-Jun-20","YES","1","false"
"41189","TR91DG12T1","Uptier to 1 GIG data for $99.99 for 12 mo.","","23-May-19","29-Jun-20","YES","1","false"
"41190","TR91DG12T2","Uptier to 1 GIG data for $109.99 for 12 mo.","","23-May-19","29-Jun-20","YES","1","false"
"41165","AC191FPSI","Free Self-Install for Future Proofing Eligible Customers","","25-May-19","29-Jun-20","YES","1","false"
"41207","AC91DG12N1","$109.99 1 GIG data for 12 mo.","","31-May-19","29-Jun-20","YES","1","false"
"41455","SP173DSI","Free Self-Install with 1P Essential Data or higher","","10-Jun-19","31-Mar-20","YES","1","false"
"41223","RECHV7024C","$70 Off Silver 3P VDP or VDH for 24 mos w/2Yr SA","","18-Jun-19","31-Dec-20","YES","1","false"
"41224","RECHV7524C","$75 Off Silver 3P VDP or VDH for 24 mos w/2Yr SA","","18-Jun-19","30-Jun-20","YES","1","false"
"41225","RECHV8024C","$80 Off Silver 3P VDP or VDH for 24 mos w/2Yr SA","","18-Jun-19","30-Jun-20","YES","1","false"
"41226","RECHV8524C","$85 Off Silver 3P VDP or VDH for 24 mos w/2Yr SA","","18-Jun-19","30-Jun-20","YES","1","false"
"41211","RXCDF2524C","[COMPETITIVE] $25 Off 1P Pref 100, Ult, Gig CHSI for 24 mos","","18-Jun-19","30-Jun-20","YES","1","false"
"41230","RXCDPANOIC","[COMPETITIVE RESPONSE] Free self/pro install for pano modem","","18-Jun-19","30-Jun-20","YES","1","false"
"41212","RXCDU3024C","[COMPETITIVE] $30 Off 1P P150,  Ult or Gig CHSI for 24 mos","","18-Jun-19","31-Dec-20","YES","1","false"
"41229","RXDDQ0024C","[COMPETITIVE RESPONSE] Free Pano Wifi rental for 24 mos","","18-Jun-19","30-Jun-20","YES","1","false"
"42028","PERIGRNBX","$8.50 Contour 2 Receivers for 12 months","","20-Jun-19","18-May-20","YES","1","false"
"41766","PERIGRNBX","$8.50 Contour 2 Receivers for 12 months","","20-Jun-19","17-Aug-20","YES","1","false"
"42027","PERIGRNBX","$8.50 Contour 2 Receivers for 12 months","","20-Jun-19","17-Aug-20","YES","1","false"
"40412","PERIGRNBX","$8.50 Contour 2 Receivers for 12 months","","20-Jun-19","14-Sep-20","YES","1","false"
"41767","PERIGRNBX","$8.50 Contour 2 Receivers for 12 months","","20-Jun-19","17-Aug-20","YES","1","false"
"42029","PERIGRNBX","$8.50 Contour 2 Receivers for 12 months","","20-Jun-19","17-Aug-20","YES","1","false"
"41765","PERIGRNBX","$8.50 Contour 2 Receivers for 12 months","","20-Jun-19","18-May-20","YES","1","false"
"42021","PERIGRNIN","Perigrn - Free Insall for C1 or C2 recievers","","20-Jun-19","14-Sep-20","YES","1","false"
"42030","PERIGRNIN","Perigrn - Free Insall for C1 or C2 recievers","","20-Jun-19","17-Aug-20","YES","1","false"
"42032","PERIGRNIN","Perigrn - Free Insall for C1 or C2 recievers","","20-Jun-19","17-Aug-20","YES","1","false"
"42019","PERIGRNIN","Perigrn - Free Insall for C1 or C2 recievers","","20-Jun-19","17-Aug-20","YES","1","false"
"42020","PERIGRNIN","Perigrn - Free Insall for C1 or C2 recievers","","20-Jun-19","17-Aug-20","YES","1","false"
"42018","PERIGRNIN","Perigrn - Free Insall for C1 or C2 recievers","","20-Jun-19","18-May-20","YES","1","false"
"42031","PERIGRNIN","Perigrn - Free Insall for C1 or C2 recievers","","20-Jun-19","18-May-20","YES","1","false"
"41457","SP173DSI","Free Self-Install with 1P Essential Data or higher","","24-Jun-19","31-Mar-20","YES","1","false"
"41456","SP173DSI","Free Self-Install with 1P Essential Data or higher","","24-Jun-19","31-Mar-20","YES","1","false"
"41205","AC192CS12U","Uptier to CONTV from Starter TV for addtl $39.99 for 12 mos","","02-Jul-19","29-Jun-20","YES","1","false"
"41234","AC192DP12U","$44.99 Preferred 100 Data for 12 mo. with 1 yr SA","","02-Jul-19","29-Jun-20","YES","1","false"
"41233","AC192DP12U","$34.99 Preferred 100 Data for 12 mo. with 1 yr SA","","02-Jul-19","29-Jun-20","YES","1","false"
"41236","AC192DU12U","$69.99 Ultimate Data for 12 mo. with 1 yr SA","","02-Jul-19","29-Jun-20","YES","1","false"
"41235","AC192DU12U","$59.99 Ultimate Data for 12 mo. with 1 yr SA","","02-Jul-19","29-Jun-20","YES","1","false"
"41240","AC92DP12NU","$54.99 Preferred 100 Data for 12 mo.","","02-Jul-19","29-Jun-20","YES","1","false"
"41239","AC92DP12NU","$44.99 Preferred 100 Data for 12 mo.","","02-Jul-19","29-Jun-20","YES","1","false"
"41242","AC92DU12NU","$69.99 Ultimate Data for 12 mo.","","02-Jul-19","29-Jun-20","YES","1","false"
"41243","AC92DU12NU","$79.99 Ultimate Data for 12 mo.","","02-Jul-19","29-Jun-20","YES","1","false"
"41247","RKCSP00C21","Free Self or Pro Installation for C2 upgrade","","12-Jul-19","31-Dec-20","YES","1","false"
"41258","RKMK00122","Free Sports Pak 2 for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41254","RKMK0012L","Free Latino Pak for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41255","RKMK0012M","Free Movie Pak for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41256","RKMK0012S","Free Sports & Information Pak for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41257","RKMK0012V","Free Variety Pak for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41252","RKMKX08122","$8.50 Sports Pak 2 for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41253","RKMKX0812L","$8.50 Latino Pak for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41249","RKMKX0812M","$8.50 Movie Pak for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
